translated_location,profil_negara,measure_name,year,gdp_per_capita,pop_density,val,prediction,cluster_risiko
Saint Kitts dan Nevis,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,18659.55387326207,19703.4390718176,Tinggi
Timor-Leste,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,35025.69409827033,30526.203689813447,Tinggi
Sao Tome dan Principe,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,14261.233081671578,17635.106136347677,Tinggi
Haiti,Risiko Tinggi,Prevalensi,2023,2965.9463,422.25696,28625.7809794157,30959.49380010794,Tinggi
Monako,Risiko Rendah,Prevalensi,2023,15136.696,102.52181,5286.901076897399,6266.214587845246,Tinggi
Sudan Selatan,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,20785.39215102013,20263.53011773366,Tinggi
Republik Persatuan Tanzania,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,11803.71521663069,17462.277604458857,Tinggi
Dominican Republic,Risiko Tinggi,Prevalensi,2023,23282.49,238.39745,19034.7258332643,20352.418339395128,Tinggi
Mozambik,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,20820.167278671688,19714.058227833364,Tinggi
Libanon,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,11344.95306261207,17698.365927209208,Tinggi
Uganda,Risiko Tinggi,Prevalensi,2023,2791.0557,242.65213,31973.298249865962,32256.46389820037,Tinggi
Australia,Risiko Sedang,Prevalensi,2023,60684.96,3.438775,9021.42129590069,8575.669109568373,Tinggi
Kirgistan,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,17215.41934302938,19411.643084610314,Tinggi
Marshall Islands,Risiko Tinggi,Prevalensi,2023,6801.6147,215.82777,38492.08521725105,33551.72343478072,Tinggi
Tunisia,Risiko Tinggi,Prevalensi,2023,12650.962,78.53008,13203.42701913848,17999.502105280768,Tinggi
Sierra Leone,Risiko Tinggi,Prevalensi,2023,3034.946,117.214226,18000.91640763331,20386.640834644357,Tinggi
Tokelau,Risiko Tinggi,Prevalensi,2023,15136.696,242.4,32586.27755211822,30097.710075853298,Tinggi
Kamerun,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,16060.113930983069,19003.711329562895,Tinggi
Palau,Risiko Tinggi,Prevalensi,2023,16425.973,38.58913,34436.88430730039,30662.86395539136,Tinggi
Honduras,Risiko Tinggi,Prevalensi,2023,6467.88,95.136765,24138.058622444318,24977.489593331524,Tinggi
India,Risiko Tinggi,Prevalensi,2023,9301.756,483.679,27615.70052307514,28139.46797139149,Tinggi
Kanada,Risiko Rendah,Prevalensi,2023,15136.696,102.52181,10190.50497065723,8754.770735481521,Tinggi
Eritrea,Risiko Tinggi,Prevalensi,2023,15136.696,28.671242,23244.711047300272,23474.342660424965,Tinggi
Ghana,Risiko Tinggi,Prevalensi,2023,6808.5376,148.49677,18886.28251782605,22447.258777389292,Tinggi
Kepulauan Virgin Amerika Serikat,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,16685.77109551946,18233.056307328654,Tinggi
Chad,Risiko Tinggi,Prevalensi,2023,2433.0989,15.34234,18459.882265370838,19781.615718148212,Tinggi
Maroko,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,17177.44530785886,18711.594498734317,Tinggi
Uni Emirat Arab,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,28344.5340717329,28447.39239860755,Tinggi
Nikaragua,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,19160.70665145115,19425.208240448203,Tinggi
Niue,Risiko Tinggi,Prevalensi,2023,15136.696,7.080769,32327.45123289192,30013.62161802037,Tinggi
Saint Lucia,Risiko Tinggi,Prevalensi,2023,23403.744,293.91968,18495.2588958818,20151.794144861797,Tinggi
Slovakia,Risiko Tinggi,Prevalensi,2023,39518.223,114.76824,13496.854743873671,16613.418737137436,Tinggi
Pakistan,Risiko Tinggi,Prevalensi,2023,5418.7695,321.06747,12783.48486019791,18875.52173558692,Tinggi
Guinea-Bissau,Risiko Tinggi,Prevalensi,2023,2693.7766,76.57692,19696.56071081584,20305.66194671766,Tinggi
Suriname,Risiko Tinggi,Prevalensi,2023,19020.867,4.031359,21327.57599365496,20714.359975125313,Tinggi
Mali,Risiko Tinggi,Prevalensi,2023,2860.4282,19.47986,16788.4991273104,19948.4952007594,Tinggi
Maladewa,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,27346.13442970736,27084.786186854566,Tinggi
Samoa,Risiko Tinggi,Prevalensi,2023,7383.7456,77.939926,30729.698167411152,29435.426032522293,Tinggi
Andorra,Risiko Sedang,Prevalensi,2023,64631.297,172.0617,5421.58907231977,5601.6715093316825,Tinggi
Ukraina,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,18310.0993281868,20850.73219141349,Tinggi
Bosnia dan Herzegovina,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,14567.09872218526,17722.561865625168,Tinggi
Belize,Risiko Tinggi,Prevalensi,2023,12371.009,18.023323,17768.30426802619,19361.06970694722,Tinggi
Kolumbia,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,16811.68338317599,19009.48749811147,Tinggi
Netherlands,Risiko Sedang,Prevalensi,2023,70198.93,537.3486,4926.19301991279,5332.913162404103,Tinggi
Filipina,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,39974.679813305556,31105.15810405355,Tinggi
Paraguay,Risiko Tinggi,Prevalensi,2023,15826.088,17.226654,18881.12337071268,21347.489417309243,Tinggi
Republik Demokratik Rakyat Laos,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,15057.111206355132,17449.839139305474,Tinggi
Tonga,Risiko Tinggi,Prevalensi,2023,7030.419,145.29584,30320.94055393756,31347.18385721567,Tinggi
Bahama,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,18317.64988505054,19608.407849367784,Tinggi
Belgium,Risiko Sedang,Prevalensi,2023,63095.402,386.8194,5292.16579810421,5376.79796715156,Tinggi
Kroasia,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,11271.7053398015,17365.151503074107,Tinggi
Dominica,Risiko Tinggi,Prevalensi,2023,18278.225,88.708,20719.998424927082,20416.934064164245,Tinggi
Turkey,Risiko Tinggi,Prevalensi,2023,35069.17,113.3928,17673.41840153206,18132.61610312645,Tinggi
Qatar,Risiko Sedang,Prevalensi,2023,116563.99,259.27643,11393.877691595319,9570.159375381136,Tinggi
Madagaskar,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,20578.35598133082,20292.339388097633,Tinggi
Portugal,Risiko Rendah,Prevalensi,2023,41768.254,113.86569,5700.53367159241,5590.3070594003275,Tinggi
Thailand,Risiko Tinggi,Prevalensi,2023,21191.453,140.34808,27510.08310053818,27253.77186005263,Tinggi
Republik Arab Syria,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,12653.03719624534,17021.356864218615,Tinggi
Cabo Verde,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,12863.974361729292,17773.948645006287,Tinggi
Angola,Risiko Tinggi,Prevalensi,2023,8788.261,29.477749,22650.501455631682,23145.788097029388,Tinggi
Burkina Faso,Risiko Tinggi,Prevalensi,2023,2486.2068,84.15854,17276.44437534057,19241.25757918127,Tinggi
Armenia,Risiko Tinggi,Prevalensi,2023,19402.752,103.38595,15969.81355934374,17901.176324279633,Tinggi
Hungaria,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,12916.07808494201,17425.84560129326,Tinggi
Bahrain,Risiko Sedang,Prevalensi,2023,57819.906,1986.9291,12785.63216727532,9570.778451647886,Tinggi
Denmark,Risiko Sedang,Prevalensi,2023,69379.22,148.70335,5410.35951975185,5499.394456014575,Tinggi
Yaman,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,16913.647512858508,17677.14382585626,Tinggi
Kongo,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,22567.16968277274,23584.005179040036,Tinggi
Sweden,Risiko Sedang,Prevalensi,2023,62662.766,25.906998,6357.66901295411,5402.609906267007,Tinggi
Nigeria,Risiko Tinggi,Prevalensi,2023,7843.8345,250.2091,16139.45836588462,20024.312749283607,Tinggi
Mauritius,Risiko Tinggi,Prevalensi,2023,26635.012,637.75214,30681.231307182326,29915.702216067984,Tinggi
Bermuda,Risiko Sedang,Prevalensi,2023,103052.35,1198.537,11336.86138340712,9782.924909922633,Tinggi
Iran (Republik Islam),Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,27053.34726379755,27234.714039464434,Tinggi
Sudan,Risiko Tinggi,Prevalensi,2023,2181.079,26.789507,16363.659790878279,18585.279857476078,Tinggi
Perancis,Risiko Rendah,Prevalensi,2023,15136.696,102.52181,5065.40619486735,6438.094365138752,Tinggi
Puerto Riko,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,12646.43991192525,17726.60833990318,Tinggi
Senegal,Risiko Tinggi,Prevalensi,2023,4304.7617,93.89484,15995.785232675269,20387.796438135912,Tinggi
Togo,Risiko Tinggi,Prevalensi,2023,2842.2307,151.20157,16866.92874217384,20866.73524899615,Tinggi
Greenland,Risiko Tinggi,Prevalensi,2023,71037.54,0.13631624,18043.1792498154,18448.666224970573,Tinggi
United Kingdom,Risiko Sedang,Prevalensi,2023,52592.684,283.89603,5913.59868509728,5727.232029115793,Tinggi
Guinea ekuator,Risiko Tinggi,Prevalensi,2023,15136.696,102.52181,18066.82864418034,20512.655087420728,Tinggi
Rwanda,Risiko Tinggi,Prevalensi,2023,3062.999,565.64545,19441.86529183801,21279.189066210973,Tinggi
San Marino,Risiko Sedang,Prevalensi,2023,70951.79,562.68335,5334.56162524661,5402.688846376811,Tinggi
Somalia,Risiko Tinggi,Prevalensi,2023,1401.6473,29.26423,17311.535742528482,20165.78222012586,Tinggi
Tuvalu,Risiko Tinggi,Prevalensi,2023,5812.3994,327.9,35787.02662221996,33994.94894290853,Tinggi
Republik Rakyat Demokratik Korea,Risiko Rendah,Insidensi,2023,15136.696,102.52181,330.35560934141,290.26805578126573,Sedang
Kazakhstan,Risiko Rendah,Insidensi,2023,34703.234,7.530507,47.72312627982,275.1005863241676,Rendah
Fiji,Risiko Rendah,Insidensi,2023,13194.805,50.582924,26.73718851399,111.24077951567978,Rendah
Taiwan (Provinsi Tiongkok),Risiko Rendah,Insidensi,2023,15136.696,102.52181,55.678988992639994,101.67591060583129,Rendah
Brunei Darussalam,Risiko Rendah,Insidensi,2023,15136.696,102.52181,47.78376898873,104.72227811520608,Rendah
Montenegro,Risiko Rendah,Insidensi,2023,27243.518,47.104313,9.21479003797,232.37245134511215,Rendah
Denmark,Risiko Sedang,Insidensi,2023,69379.22,148.70335,3.91203596986,362.78472360421324,Sedang
Spain,Risiko Sedang,Insidensi,2023,47322.594,95.87431,6.05312566804,273.6678432403962,Rendah
Kiribati,Risiko Rendah,Insidensi,2023,3140.5833,163.62962,300.19615868036,421.98844976713866,Sedang
Kirgistan,Risiko Rendah,Insidensi,2023,15136.696,102.52181,65.71648274875,163.46455687532472,Rendah
Japan,Risiko Sedang,Insidensi,2023,45858.66,341.20972,8.887835095969999,242.3230326948819,Rendah
Polandia,Risiko Rendah,Insidensi,2023,15136.696,102.52181,13.983316444169999,159.97361602494422,Rendah
Barbados,Risiko Sedang,Insidensi,2023,21318.672,656.6209,0.83951007124,186.14770682953275,Rendah
Finland,Risiko Sedang,Insidensi,2023,56250.88,18.428122,4.2107986185,336.6672083721135,Sedang
Kamboja,Risiko Rendah,Insidensi,2023,15136.696,102.52181,279.10650772772,356.42024516033683,Sedang
Brazil,Risiko Rendah,Insidensi,2023,19079.812,25.261688,34.93688650172,102.28604269911199,Rendah
Sweden,Risiko Sedang,Insidensi,2023,62662.766,25.906998,4.52584728368,513.1473301079928,Sedang
Marshall Islands,Risiko Rendah,Insidensi,2023,6801.6147,215.82777,434.57726307112,367.74322551200953,Sedang
Palestina,Risiko Rendah,Insidensi,2023,15136.696,102.52181,12.201473557089999,214.261681438374,Rendah
Pakistan,Risiko Rendah,Insidensi,2023,5418.7695,321.06747,167.99023104137,369.9820991590383,Sedang
Saudi Arabia,Risiko Sedang,Insidensi,2023,64481.844,15.473994,22.74457600766,231.63429585152156,Rendah
Perancis,Risiko Rendah,Insidensi,2023,15136.696,102.52181,5.88744296229,304.3798055051022,Sedang
Rumania,Risiko Rendah,Insidensi,2023,15136.696,102.52181,41.65317806049,218.63221470065383,Rendah
Mongolia,Risiko Rendah,Insidensi,2023,16222.864,2.2034814,138.3953902524,211.19966652205923,Rendah
Etiopia,Risiko Rendah,Insidensi,2023,15136.696,102.52181,198.53533670029,282.91002801914334,Sedang
Ghana,Risiko Rendah,Insidensi,2023,6808.5376,148.49677,177.91270193382,356.20777441056106,Sedang
Belize,Risiko Rendah,Insidensi,2023,12371.009,18.023323,16.42005729176,220.40982163280148,Rendah
Paraguay,Risiko Rendah,Insidensi,2023,15826.088,17.226654,35.664304221879995,103.09372075991769,Rendah
Oman,Risiko Rendah,Insidensi,2023,37793.617,16.314272,12.28970628885,731.9839344745964,Tinggi
Djibouti,Risiko Rendah,Insidensi,2023,6510.6787,49.73904,150.92335836457,260.6353750297162,Rendah
Germany,Risiko Sedang,Insidensi,2023,63039.37,241.98813,4.65263239189,375.2463884044809,Sedang
Swiss,Risiko Rendah,Insidensi,2023,15136.696,102.52181,4.20181153474,419.33209885433376,Sedang
India,Risiko Rendah,Insidensi,2023,9301.756,483.679,154.14229154685,212.21974584137286,Rendah
Kepulauan Virgin Amerika Serikat,Risiko Rendah,Insidensi,2023,15136.696,102.52181,4.21844974145,213.95205093367477,Rendah
Greenland,Risiko Sedang,Insidensi,2023,71037.54,0.13631624,79.98485406848,571.6075325304988,Sedang
Kenya,Risiko Rendah,Insidensi,2023,5691.825,97.23268,154.60929407745,219.6321872217121,Rendah
Guinea,Risiko Rendah,Insidensi,2023,3904.824,58.625546,218.71308620193,494.0366603346533,Sedang
Kuba,Risiko Rendah,Insidensi,2023,15136.696,102.52181,4.99757730567,159.44768856563618,Rendah
Qatar,Risiko Sedang,Insidensi,2023,116563.99,259.27643,25.13796090997,637.7613129675525,Sedang
Eritrea,Risiko Rendah,Insidensi,2023,15136.696,28.671242,348.25772724902,441.449086980241,Sedang
United Kingdom,Risiko Sedang,Insidensi,2023,52592.684,283.89603,7.309656042209999,370.80797053523105,Sedang
Guinea-Bissau,Risiko Rendah,Insidensi,2023,2693.7766,76.57692,203.04959066959,612.5532524200365,Sedang
Guam,Risiko Rendah,Insidensi,2023,15136.696,308.37408,27.780216562179998,185.35824139317472,Rendah
Nepal,Risiko Rendah,Insidensi,2023,4861.2305,207.14764,127.70483942253,272.4479771647257,Rendah
Sudan Selatan,Risiko Rendah,Insidensi,2023,15136.696,102.52181,279.4640097777,371.3861507495232,Sedang
Tajikistan,Risiko Rendah,Insidensi,2023,4472.324,74.85991,76.94770573564,141.792866826915,Rendah
Indonesia,Risiko Rendah,Insidensi,2023,13889.975,148.57692,158.28938777096,269.83084999610134,Rendah
Grenada,Risiko Rendah,Insidensi,2023,17093.156,344.3941,3.99912306841,217.8651177859394,Rendah
Mikronesia (Negara Federasi),Risiko Rendah,Insidensi,2023,15136.696,102.52181,79.73934768390001,108.69436210944578,Rendah
Kolumbia,Risiko Rendah,Insidensi,2023,15136.696,102.52181,24.12600438227,158.6325137114187,Rendah
Serbia,Risiko Rendah,Insidensi,2023,25735.24,80.54708,7.467034138520001,248.10259599169106,Rendah
Turkmenistan,Risiko Rendah,Insidensi,2023,17866.404,15.671349,47.42312846602,193.12247060648778,Rendah
Aljazair,Risiko Rendah,Insidensi,2023,15136.696,102.52181,74.30479773773,610.2356632796987,Sedang
Republik Demokratik Rakyat Laos,Risiko Rendah,Insidensi,2023,15136.696,102.52181,117.64797266574001,342.57339057309264,Sedang
Republik Arab Syria,Risiko Rendah,Insidensi,2023,15136.696,102.52181,6.57863844596,213.44914193252188,Rendah
Guyana,Risiko Sedang,Insidensi,2023,49312.36,4.1979017,32.737742760749995,570.8847127095029,Sedang
Kosta Rika,Risiko Rendah,Insidensi,2023,15136.696,102.52181,8.50876709233,163.44591810623706,Rendah
Republik Korea,Risiko Rendah,Insidensi,2023,15136.696,102.52181,41.04538423563,180.90420643699173,Rendah
Uzbekistan,Risiko Rendah,Insidensi,2023,10007.686,80.907906,46.69198600648,189.0700298867179,Rendah
Slovakia,Risiko Rendah,Insidensi,2023,39518.223,114.76824,4.02809725833,173.53290961171257,Rendah
Papua New Guinea,Risiko Rendah,Insidensi,2023,4205.8477,22.942274,113.99460716218,234.1766380792304,Rendah
South Africa,Risiko Rendah,Insidensi,2023,13695.376,52.10857,426.7313123852,272.687167717744,Rendah
Dominica,Risiko Rendah,Insidensi,2023,18278.225,88.708,13.43892713928,186.9051960834668,Rendah
Argentina,Risiko Rendah,Insidensi,2023,27230.396,16.639957,16.66157054164,177.74661644152945,Rendah
Madagaskar,Risiko Rendah,Insidensi,2023,15136.696,102.52181,228.6085919372,297.6812643416077,Sedang
Angola,Risiko Rendah,Insidensi,2023,8788.261,29.477749,223.91163623731,162.95114346158869,Rendah
Bahrain,Risiko Sedang,Insidensi,2023,57819.906,1986.9291,9.964049285709999,695.8736547231836,Tinggi
Bulgaria,Risiko Rendah,Insidensi,2023,33073.816,62.59953,12.394020117530001,222.26900322022638,Rendah
Albania,Risiko Rendah,Insidensi,2023,20481.035,102.615326,9.19167381578,187.9275236673176,Rendah
Myanmar,Risiko Rendah,Insidensi,2023,5364.138,82.94207,191.38537061995999,275.1715226972262,Rendah
Tonga,Risiko Rendah,Insidensi,2023,7030.419,145.29584,31.34750473367,115.1100554975938,Rendah
Greece,Risiko Rendah,Insidensi,2023,36700.51,79.464005,3.86711017243,280.62411594183965,Rendah
Liberia,Risiko Rendah,Insidensi,2023,1616.9237,57.02902,177.8032638713,430.8854839771259,Sedang
Selandia Baru,Risiko Rendah,Insidensi,2023,15136.696,102.52181,5.67193318803,915.7783349176227,Tinggi
Malaysia,Risiko Rendah,Insidensi,2023,32857.668,106.913086,47.05616622887,163.7681972383166,Rendah
Tunisia,Risiko Rendah,Insidensi,2023,12650.962,78.53008,136.91094160168,198.02541974770492,Rendah
El Salvador,Risiko Rendah,Insidensi,2023,11424.6455,304.51877,36.7070262392,173.91613138055948,Rendah
Australia,Risiko Sedang,Insidensi,2023,60684.96,3.438775,5.21259154402,815.4054048036019,Tinggi
Israel,Risiko Sedang,Insidensi,2023,47527.152,427.7408,2.46505873972,359.55891471023756,Sedang
Haiti,Risiko Rendah,Insidensi,2023,2965.9463,422.25696,230.05068857168,464.65386687455606,Sedang
Uruguay,Risiko Rendah,Insidensi,2023,31059.254,19.358261,31.33040657417,197.60614285006898,Rendah
Slovenia,Risiko Sedang,Insidensi,2023,47977.426,105.20222,4.98845420426,581.5384937698495,Sedang
Singapura,Risiko Rendah,Insidensi,2023,15136.696,102.52181,36.15497437461,94.40581844242641,Rendah
Zimbabwe,Risiko Rendah,Insidensi,2023,5218.0225,42.240738,355.60311427943003,284.0938019307628,Sedang
Samoa,Risiko Rendah,Insidensi,2023,7383.7456,77.939926,47.39597046227,198.72383150610173,Rendah
Filipina,Risiko Rendah,Insidensi,2023,15136.696,102.52181,358.7702848451,360.6605157255099,Sedang
Guatemala,Risiko Rendah,Insidensi,2023,12384.948,169.13812,19.0053605092,91.85122228517203,Rendah
Republik Afrika Tengah,Risiko Rendah,Insidensi,2023,15136.696,102.52181,393.70383050361,271.3777399117071,Rendah
Dominican Republic,Risiko Rendah,Insidensi,2023,23282.49,238.39745,29.43626891076,163.8840851241431,Rendah
Sudan,Risiko Rendah,Insidensi,2023,2181.079,26.789507,70.24682854906,306.0622947005085,Sedang
Cina,Risiko Rendah,Insidensi,2023,15136.696,102.52181,45.58549367299,174.33541527566575,Rendah
Vanuatu,Risiko Rendah,Insidensi,2023,3214.7024,26.285645,61.64648730165,161.06022166837988,Rendah
Bosnia dan Herzegovina,Risiko Rendah,Insidensi,2023,15136.696,102.52181,17.60934380241,159.13805806093694,Rendah
Armenia,Risiko Rendah,Insidensi,2023,19402.752,103.38595,17.88176212398,158.45397189196783,Rendah
Timor-Leste,Risiko Rendah,Insidensi,2023,15136.696,102.52181,422.72107355873,428.0506575253298,Sedang
Federasi Rusia,Risiko Rendah,Insidensi,2023,15136.696,102.52181,66.82524830608,97.03441502653169,Rendah
Monako,Risiko Rendah,Insidensi,2023,15136.696,102.52181,5.94181146592,340.542402562102,Sedang
Malawi,Risiko Rendah,Insidensi,2023,1649.2987,223.84895,171.95270152999,396.2087630665202,Sedang
Chili,Risiko Rendah,Insidensi,2023,15136.696,102.52181,13.687473255890001,215.77987168769738,Rendah
Egypt,Risiko Rendah,Insidensi,2023,16691.387,115.05929,7.2742769533,195.51823914706173,Rendah
Islandia,Risiko Rendah,Insidensi,2023,15136.696,102.52181,4.59205819045,324.8110775601841,Sedang
Kroasia,Risiko Rendah,Insidensi,2023,15136.696,102.52181,7.49018096885,185.65187943492765,Rendah
Mali,Risiko Rendah,Insidensi,2023,2860.4282,19.47986,170.78536147926,441.48174892962095,Sedang
Nigeria,Risiko Rendah,Insidensi,2023,7843.8345,250.2091,165.69446584669998,347.2040941493398,Sedang
Turkey,Risiko Rendah,Insidensi,2023,35069.17,113.3928,10.74323804552,194.0168869703919,Rendah
Maladewa,Risiko Rendah,Insidensi,2023,15136.696,102.52181,47.91706353249,94.44151931756221,Rendah
Nikaragua,Risiko Rendah,Insidensi,2023,15136.696,102.52181,37.62582029984,226.03155880700757,Rendah
Austria,Risiko Sedang,Insidensi,2023,64536.297,110.6451,4.66966442572,288.93856900854297,Sedang
Andorra,Risiko Sedang,Insidensi,2023,64631.297,172.0617,24.85019714331,316.21638420867816,Sedang
Mozambik,Risiko Rendah,Insidensi,2023,15136.696,102.52181,250.04442267024,409.52546914614686,Sedang
Uni Emirat Arab,Risiko Rendah,Insidensi,2023,15136.696,102.52181,9.71166314326,93.54592348494052,Rendah
Benin,Risiko Rendah,Insidensi,2023,3721.2126,125.142204,153.56070593362,404.66087379358817,Sedang
Italy,Risiko Sedang,Insidensi,2023,52870.324,201.20403,6.216602612800001,673.7668684503519,Sedang
Pulau Solomon,Risiko Rendah,Insidensi,2023,15136.696,102.52181,67.18301325768,112.20466228830811,Rendah
Saint Vincent dan Grenadines,Risiko Rendah,Insidensi,2023,15136.696,102.52181,8.523253062890001,162.32282250594773,Rendah
Netherlands,Risiko Sedang,Insidensi,2023,70198.93,537.3486,3.6994964226500002,382.1348145088075,Sedang
Antigua dan Barbuda,Risiko Rendah,Insidensi,2023,15136.696,102.52181,5.36956725599,168.25219642555788,Rendah
Nauru,Risiko Rendah,Insidensi,2023,12372.5205,595.0,222.93276551445,255.80457507848965,Rendah
Mauritius,Risiko Sedang,Insidensi,2023,26635.012,637.75214,18.21565837017,74.94230262454357,Rendah
Mauritania,Risiko Rendah,Insidensi,2023,6276.475,4.8728456,102.87065016752999,222.2252253012098,Rendah
Irlandia,Risiko Rendah,Insidensi,2023,15136.696,102.52181,4.17130205184,306.8342421767427,Sedang
Honduras,Risiko Rendah,Insidensi,2023,6467.88,95.136765,28.4148017947,191.34260643945402,Rendah
Kongo,Risiko Rendah,Insidensi,2023,15136.696,102.52181,191.44769793467,142.13165744696778,Rendah
Iran (Republik Islam),Risiko Rendah,Insidensi,2023,15136.696,102.52181,12.18407876445,94.34268259212183,Rendah
Kanada,Risiko Rendah,Insidensi,2023,15136.696,102.52181,5.44960953382,965.6502154182982,Tinggi
Azerbaijan,Risiko Rendah,Insidensi,2023,21310.738,124.84222,44.42632365564,161.71895588289308,Rendah
Vietnam,Risiko Rendah,Insidensi,2023,13545.935,320.1752,121.58008983927,142.42429989822588,Rendah
Jamaika,Risiko Rendah,Insidensi,2023,15136.696,102.52181,2.6164865606600003,218.26254632734017,Rendah
Srilanka,Risiko Rendah,Insidensi,2023,15136.696,102.52181,50.86361856778,92.09051365014484,Rendah
Kepulauan Mariana Utara,Risiko Rendah,Insidensi,2023,15136.696,102.52181,203.33408494918,133.8780598905708,Rendah
Niue,Risiko Rendah,Insidensi,2023,15136.696,7.080769,35.134673659069996,200.2362607519553,Rendah
Niger,Risiko Rendah,Insidensi,2023,1689.5642,20.65198,296.82650065667,500.0548436838272,Sedang
Luksemburg,Risiko Rendah,Insidensi,2023,15136.696,102.52181,5.2573195765800005,405.1027335290402,Sedang
Gambia,Risiko Rendah,Insidensi,2023,2963.5986,266.58557,168.86708661667,446.50925216749897,Sedang
Samoa Amerika,Risiko Rendah,Insidensi,2023,15136.696,102.52181,21.022593409400002,88.38052879049371,Rendah
Ukraina,Risiko Rendah,Insidensi,2023,15136.696,102.52181,69.70832131917,97.8785258947739,Rendah
Bermuda,Risiko Sedang,Insidensi,2023,103052.35,1198.537,2.76905064388,639.4816575714483,Sedang
Burundi,Risiko Rendah,Insidensi,2023,1036.1671,533.0785,319.4516699917,569.3826924561091,Sedang
Thailand,Risiko Rendah,Insidensi,2023,21191.453,140.34808,137.10027812887,202.15522685889374,Rendah
United States,Risiko Sedang,Insidensi,2023,74158.72,37.54909,2.56342399663,1037.695191737803,Tinggi
Rwanda,Risiko Rendah,Insidensi,2023,3062.999,565.64545,169.0826830424,472.7095393368584,Sedang
Afganistan,Risiko Rendah,Insidensi,2023,15136.696,102.52181,151.72491757769998,223.3836356587599,Rendah
Czechia,Risiko Sedang,Insidensi,2023,47558.41,140.0462,4.02987876088,698.307178344149,Tinggi
Republik Persatuan Tanzania,Risiko Rendah,Insidensi,2023,15136.696,102.52181,111.95924467751999,298.3957506556534,Sedang
Saint Lucia,Risiko Rendah,Insidensi,2023,23403.744,293.91968,2.0910939419,217.2018959287987,Rendah
Republik Demokrasi Kongo,Risiko Rendah,Insidensi,2023,15136.696,102.52181,383.07144351479,267.7168432865036,Rendah
Irak,Risiko Rendah,Insidensi,2023,15136.696,102.52181,31.508118067759998,213.95205093367477,Rendah
Burkina Faso,Risiko Rendah,Insidensi,2023,2486.2068,84.15854,88.75553145186001,325.5223783908792,Sedang
Sao Tome dan Principe,Risiko Rendah,Insidensi,2023,15136.696,102.52181,68.71105239102,196.96456890279597,Rendah
Yaman,Risiko Rendah,Insidensi,2023,15136.696,102.52181,25.128812168650004,215.63753532891317,Rendah
Palau,Risiko Rendah,Insidensi,2023,16425.973,38.58913,39.23528672633,202.13843327547917,Rendah
Belgium,Risiko Sedang,Insidensi,2023,63095.402,386.8194,5.90368418036,360.4584324719997,Sedang
Bahama,Risiko Rendah,Insidensi,2023,15136.696,102.52181,9.55063478768,165.12358139028774,Rendah
Norway,Risiko Sedang,Insidensi,2023,90085.44,15.151308,4.643847844690001,346.3303725515284,Sedang
Cabo Verde,Risiko Rendah,Insidensi,2023,15136.696,102.52181,58.17929475907,165.5964682672293,Rendah
San Marino,Risiko Sedang,Insidensi,2023,70951.79,562.68335,1.89151050257,371.60098299069426,Sedang
Mexico,Risiko Rendah,Insidensi,2023,21917.248,66.74027,19.40871581572,92.15896171236456,Rendah
Panama,Risiko Rendah,Insidensi,2023,35872.95,60.10728,33.18316577923,179.41896958475888,Rendah
Suriname,Risiko Rendah,Insidensi,2023,19020.867,4.031359,17.80395473272,183.74241641823767,Rendah
Malta,Risiko Sedang,Insidensi,2023,60418.395,1665.5125,7.77640106155,298.4571932646089,Sedang
Yordania,Risiko Rendah,Insidensi,2023,15136.696,102.52181,3.6674437238900004,282.19102875171563,Sedang
Kepulauan Cook,Risiko Rendah,Insidensi,2023,15136.696,102.52181,13.387183514790001,164.01605095811001,Rendah
Bangladesh,Risiko Sedang,Insidensi,2023,8242.398,1317.2543,152.67958586971,489.1687006853787,Sedang
Libanon,Risiko Rendah,Insidensi,2023,15136.696,102.52181,21.02190162819,159.25953059648117,Rendah
